as,pfx_count
19140,1
396067,1
19587,1
12071,1
396959,1
22553,1
22664,1
63137,1
395538,1
395319,1
395074,1
22314,1
22204,1
397150,1
20240,1
36314,1
53286,1
393795,1
397490,1
397345,1
16901,1
39965,1
21963,1
33032,1
20380,1
27554,1
19013,1
36659,1
398331,1
399013,1
33564,1
393860,1
36177,1
393834,1
25652,1
393353,1
31752,1
398332,1
33088,1
16389,1
26005,1
395694,1
30435,1
32325,1
33628,1
30117,1
397739,1
21950,1
46325,1
27470,1
26262,1
10926,1
46880,1
396329,1
397923,1
32210,1
32406,1
53261,1
16915,1
26382,1
19468,1
23221,1
11962,1
14055,1
53655,1
26373,1
14597,1
54450,1
394709,1
27624,1
33376,1
40272,1
18796,1
394757,1
397486,1
13314,1
54753,1
53825,1
25929,1
23452,1
26267,1
397661,1
397334,1
30527,1
15319,1
33433,1
395864,1
15074,1
16402,1
18633,1
14125,1
19588,1
47051,1
398476,1
54406,1
19354,1
14983,1
395441,1
17286,1
15170,1
21540,1
19616,1
35927,1
19700,1
27280,1
32640,1
6316,1
19356,1
33521,1
16822,1
29938,1
29769,1
11093,1
25963,1
36509,1
22790,1
30412,1
13547,1
32076,1
395699,1
16682,1
398383,1
398316,1
11330,1
398336,1
398342,1
398384,1
395806,1
397859,1
14205,1
32900,1
63942,1
10325,1
399299,1
399334,1
31928,1
55094,1
27226,1
63233,1
13406,1
31999,1
16393,1
394768,1
7932,1
11134,1
54567,1
11413,1
22814,1
10951,1
32946,1
40554,1
13650,1
395390,1
397848,1
397767,1
53862,1
25915,1
63002,1
14814,1
53778,1
33493,1
14216,1
18908,1
395388,1
35872,1
27545,1
26275,1
23335,1
395618,1
26048,1
27911,1
17322,1
36288,1
1785,1
19458,1
397844,1
11629,1
22712,1
26286,1
395896,1
40684,1
56001,1
32733,1
18965,1
395951,1
3846,1
31982,1
32826,1
1608,1
394779,1
63441,1
63363,1
394031,1
395068,1
19371,1
394826,1
20304,1
22171,1
{12179,13789},1
27687,1
27649,1
26185,1
26841,1
17367,1
36051,1
55167,1
40184,1
394441,1
19478,1
395365,1
30292,1
11768,1
394872,1
14147,1
53802,1
32187,1
20293,1
54999,1
14071,1
33479,1
23469,1
395355,1
200,1
30061,1
15232,1
26098,1
53938,1
39956,1
396245,1
55031,1
393396,1
31787,1
31913,1
40277,1
11967,1
40215,1
53273,1
393580,1
33344,1
397007,1
393984,1
15281,1
393779,1
32390,1
40186,1
8164,1
397318,1
55204,1
53342,1
19286,1
27254,1
46714,1
397450,1
19987,1
396513,1
32843,1
20427,1
26009,1
11118,1
398164,1
398182,1
399216,1
12074,1
393416,1
27413,1
14317,1
33296,1
398160,1
398275,1
397616,1
395465,1
398426,1
53333,1
395978,1
26776,1
398841,1
398988,1
395406,1
36552,1
54511,1
26674,1
54966,1
394385,1
16781,1
14246,1
393747,1
22433,1
53322,1
53327,1
53963,1
22366,1
393677,1
393899,1
36078,1
22275,1
36607,1
16809,1
54922,1
17219,1
22774,1
19514,1
11899,1
35856,1
12138,1
395298,1
32102,1
32784,1
6531,1
30003,1
30087,1
395251,1
26510,1
54222,1
26071,1
18847,1
55131,1
46278,1
398390,1
396977,1
11759,1
16828,1
35880,1
46080,1
46152,1
46126,1
16979,1
46673,1
22405,1
12216,1
46835,1
14699,1
46904,1
19862,1
40137,1
22345,1
397296,1
54433,1
16872,1
22086,1
32464,1
20392,1
31934,1
398959,1
19872,1
46551,1
11076,1
22618,1
32175,1
32460,1
21702,1
40701,1
32124,1
14937,1
31942,1
25758,1
23032,1
29969,1
30293,1
46348,1
22776,1
11937,1
36602,1
393866,1
32118,1
25603,1
13762,1
27386,1
33644,1
22401,1
26308,1
25729,1
40451,1
22813,1
394307,1
63215,1
54358,1
40952,1
62801,1
55217,1
14844,1
394704,1
397392,1
397524,1
394515,1
395736,1
395891,1
394929,1
36652,1
35840,1
393658,1
394789,1
20411,1
18529,1
25633,1
393448,1
30111,1
397461,1
40489,1
29756,1
23545,1
36517,1
14648,1
32692,1
26861,1
20206,1
36853,1
19668,1
31904,1
32126,1
12107,1
33418,1
33699,1
36357,1
53530,1
19641,1
54754,1
393988,1
46493,1
54705,1
399222,1
21689,1
46591,1
32790,1
399064,1
393370,1
19434,1
40397,1
32973,1
11196,1
20389,1
46533,1
33242,1
63433,1
16829,1
15174,1
30563,1
54678,1
394839,1
23396,1
33278,1
21809,1
46578,1
1825,1
395090,1
32551,1
395331,1
22124,1
22082,1
22470,1
22288,1
22144,1
11217,1
11860,1
1615,1
40802,1
20027,1
53936,1
11331,1
22119,1
26355,1
40909,1
54892,1
23008,1
7407,1
31947,1
33550,1
32942,1
54292,1
398116,1
11931,1
40901,1
30514,1
19407,1
22815,1
23168,1
15079,1
7124,1
32295,1
30053,1
394096,1
393432,1
46187,1
46622,1
26645,1
40323,1
32730,1
23443,1
395410,1
12238,1
46387,1
36606,1
30280,1
396452,1
46643,1
54019,1
396222,1
46104,1
26497,1
26644,1
395116,1
21511,1
27247,1
29956,1
27573,1
40480,1
17237,1
6547,1
22572,1
26250,1
394788,1
35966,1
46124,1
16992,1
40282,1
36330,1
394375,1
11308,1
394457,1
46478,1
397333,1
397917,1
11035,1
396324,1
394062,1
396059,1
53406,1
21670,1
32341,1
27423,1
394811,1
25608,1
396481,1
394292,1
396133,1
53357,1
394257,1
394267,1
394309,1
394032,1
394347,1
7191,1
32923,1
17092,1
396455,1
23303,1
55087,1
21607,1
36237,1
397692,1
19941,1
27328,1
13651,1
32841,1
394469,1
397927,1
29775,1
393476,1
398556,1
398548,1
11247,1
26894,1
395037,1
54076,1
40765,1
396488,1
25801,1
22956,1
15072,1
398176,1
398112,1
14675,1
3901,1
14957,1
26049,1
19784,1
29790,1
32302,1
22771,1
15220,1
19909,1
62794,1
397291,1
26093,1
32699,1
40368,1
63307,1
36117,1
53962,1
54408,1
21771,1
11120,1
394203,1
30472,1
53467,1
29959,1
53512,1
395632,1
62542,1
397404,1
30121,1
14384,1
32376,1
394495,1
397151,1
395048,1
395311,1
395145,1
396015,1
394044,1
11850,1
32429,1
18730,1
19162,1
30071,1
201286,1
26922,1
11218,1
18524,1
396424,1
16644,1
29942,1
20277,1
393291,1
22509,1
29991,1
393838,1
33630,1
27590,1
33710,1
18504,1
19985,1
397718,1
22655,1
14942,1
19777,1
19659,1
30439,1
13755,1
394750,1
32566,1
16897,1
27491,1
395884,1
33202,1
394293,1
394171,1
19119,1
393413,1
40823,1
24494,1
26802,1
36063,1
397570,1
20210,1
32616,1
14885,1
30465,1
17125,1
14152,1
22875,1
36695,1
398053,1
393816,1
19775,1
14046,1
19337,1
16518,1
46825,1
208969,1
19156,1
46940,1
33355,1
62667,1
36720,1
25941,1
15068,1
62945,1
397995,1
395900,1
14889,1
29829,1
16741,1
7024,1
{6223,6224},1
26359,1
11381,1
26374,1
39949,1
23297,1
19914,1
393774,1
26397,1
40080,1
395072,1
21561,1
62990,1
31778,1
13312,1
36312,1
16680,1
18645,1
31767,1
40492,1
36660,1
29989,1
30384,1
33607,1
11945,1
55277,1
14321,1
19831,1
393980,1
17053,1
22167,1
32438,1
33581,1
13747,1
395994,1
32754,1
32812,1
30519,1
33592,1
398444,1
27188,1
13596,1
394282,1
46726,1
398828,1
54384,1
25748,1
14617,1
53843,1
54202,1
46311,1
397861,1
40737,1
397994,1
30272,1
397060,1
11728,1
395038,1
39950,1
394781,1
45217,1
23507,1
395557,1
394963,1
{15255,396519,396895},1
396895,1
15255,1
46815,1
46242,1
396377,1
399126,1
30294,1
40880,1
12048,1
15302,1
5638,1
397621,1
46331,1
11715,1
13537,1
55269,1
398233,1
13758,1
396866,1
397531,1
3365,1
395844,1
36591,1
46092,1
396103,1
46882,1
31864,1
26155,1
22339,1
40751,1
396510,1
12206,1
395302,1
20423,1
30089,1
53662,1
25628,1
22350,1
26013,1
53411,1
26078,1
46749,1
54879,1
54137,1
40863,1
398162,1
29940,1
15049,1
21663,1
36832,1
32552,1
13324,1
6302,1
394505,1
393695,1
398246,1
40754,1
1323,1
26849,1
54774,1
53291,1
46986,1
397368,1
398289,1
25634,1
40791,1
26429,1
53473,1
46094,1
397729,1
47044,1
21707,1
27187,1
394921,1
54283,1
31759,1
26346,1
17321,1
54304,1
15055,1
30663,1
4871,1
6296,1
36325,1
394315,1
46081,1
10809,1
26555,1
394647,1
23053,1
26858,1
27181,1
1440,1
27478,1
36605,1
30478,1
20433,1
27597,1
398028,1
31780,1
53693,1
394262,1
29871,1
29774,1
32721,1
40241,1
40286,1
40903,1
21781,1
39943,1
40362,1
30562,1
11243,1
394313,1
36304,1
19246,1
19939,1
393392,1
397292,1
15350,1
23092,1
399207,1
398917,1
398780,1
397959,1
397510,1
397819,1
393287,1
22018,1
399266,1
62784,1
15144,1
14872,1
32766,1
62953,1
39981,1
16590,1
26290,1
40002,1
17008,1
18458,1
40163,1
396010,1
30416,1
33712,1
398429,1
395805,1
21800,1
14308,1
17202,1
397667,1
21968,1
13392,1
395171,1
40559,1
32146,1
32572,1
398262,1
394948,1
395159,1
393575,1
53346,1
25981,1
16987,1
26627,1
30616,1
53551,1
396236,1
54414,1
64079,1
27389,1
46737,1
46772,1
36503,1
15300,1
22236,1
35941,1
15200,1
14067,1
53399,1
55134,1
14471,1
54175,1
1409,1
40083,1
53842,1
17142,1
13362,1
394551,1
26993,1
17068,1
55257,1
40488,1
20084,1
393840,1
395044,1
395459,1
21584,1
18595,1
27028,1
36418,1
19593,1
53621,1
394519,1
14580,1
36680,1
14666,1
36531,1
395675,1
46613,1
33270,1
10981,1
33484,1
14631,1
16636,1
30537,1
36755,1
22393,1
25863,1
11925,1
16767,1
46774,1
4887,1
17291,1
46801,1
395124,1
22291,1
396070,1
396193,1
395888,1
40779,1
32579,1
40023,1
46820,1
26140,1
27246,1
16769,1
54360,1
397638,1
54331,1
22500,1
22805,1
397287,1
47064,1
22716,1
20200,1
25669,1
18805,1
63083,1
14289,1
395869,1
398134,1
398066,1
40914,1
6645,1
33259,1
46931,1
14997,1
396493,1
398072,1
40378,1
25641,1
3666,1
20103,1
19697,1
395883,1
393991,1
396389,1
40658,1
32122,1
63340,1
19571,1
10858,1
25750,1
40205,1
40047,1
62841,1
54106,1
65035,1
14874,1
54274,1
30307,1
16515,1
54682,1
13509,1
17325,1
36139,1
46947,1
46688,1
46645,1
40777,1
32221,1
4900,1
11593,1
55174,1
36045,1
397016,1
398867,1
40293,1
54524,1
395242,1
395544,1
32497,1
46464,1
{26152},1
{53258},1
23043,1
46195,1
63350,1
14986,1
26226,1
22766,1
46748,1
25943,1
14766,1
36582,1
46796,1
46927,1
17127,1
27297,1
22335,1
22338,1
36809,1
47035,1
33062,1
398999,1
47069,1
21885,1
30576,1
53251,1
397430,1
27489,1
1445,1
1652,1
21978,1
1643,1
53324,1
3688,1
1826,1
26217,1
4894,1
4980,1
4912,1
63157,1
395551,1
7251,1
40835,1
21690,1
20132,1
14268,1
4893,1
11477,1
27515,1
4878,1
10661,1
26032,1
398705,1
398990,1
22496,1
32315,1
19595,1
25889,1
18502,1
36823,1
12102,1
{18594},1
27591,1
53319,1
53383,1
26921,1
23051,1
10919,1
53430,1
53332,1
53450,1
17115,1
19759,1
46834,1
29722,1
53469,1
14064,1
36542,1
393803,1
21867,1
62912,1
397289,1
30651,1
21742,1
19552,1
23223,1
397581,1
14637,1
395313,1
10988,1
11276,1
14002,1
62737,1
46245,1
29720,1
32332,1
395554,1
26122,1
394502,1
14842,1
26520,1
7271,1
21628,1
11781,1
46697,1
36199,1
27175,1
26500,1
211552,1
46251,1
53742,1
20450,1
26712,1
27622,1
36465,1
40057,1
395733,1
40054,1
40852,1
19012,1
17241,1
14841,1
26767,1
40306,1
393993,1
393720,1
54124,1
1796,1
23493,1
16854,1
53729,1
36402,1
23070,1
54686,1
395376,1
55065,1
32853,1
19219,1
63198,1
394443,1
394983,1
393491,1
396384,1
393265,1
394537,1
55042,1
14656,1
36739,1
607,1
13963,1
54736,1
32107,1
23232,1
22620,1
15197,1
{11670,18997},1
62624,1
397919,1
398831,1
47037,1
398783,1
397721,1
395448,1
22980,1
27242,1
25910,1
394891,1
53472,1
395442,1
29718,1
202183,1
199896,1
207329,1
213147,1
212163,1
2111,1
42215,1
44062,1
42435,1
209917,1
200801,1
202247,1
30468,1
29726,1
30467,1
42684,1
41215,1
42716,1
42753,1
206850,1
21429,1
19495,1
42988,1
48335,1
42887,1
42917,1
43716,1
34074,1
47874,1
209203,1
62323,1
209409,1
201615,1
202904,1
207206,1
56840,1
41950,1
61077,1
60403,1
60408,1
44345,1
35119,1
209731,1
207371,1
208579,1
212561,1
203390,1
42838,1
42154,1
49719,1
209282,1
21011,1
50260,1
47233,1
43293,1
50983,1
41411,1
43020,1
43024,1
43087,1
44762,1
43185,1
62362,1
206675,1
204812,1
49326,1
62246,1
43199,1
202071,1
39252,1
202674,1
31553,1
206625,1
51898,1
204827,1
42769,1
42751,1
204337,1
42885,1
42539,1
42317,1
42245,1
42309,1
50196,1
44011,1
34033,1
206419,1
48673,1
42364,1
209639,1
50566,1
42818,1
209006,1
207084,1
43248,1
61237,1
200472,1
43749,1
43611,1
43682,1
208558,1
43752,1
204380,1
207124,1
43346,1
44046,1
199138,1
59610,1
199093,1
59572,1
12646,1
49986,1
211956,1
43318,1
47592,1
29038,1
48022,1
209351,1
198390,1
50800,1
209736,1
202357,1
200458,1
56539,1
43687,1
44410,1
202968,1
207172,1
209160,1
47647,1
15362,1
211746,1
198289,1
211648,1
211634,1
211603,1
60952,1
50230,1
200459,1
42805,1
209887,1
209892,1
397065,1
62057,1
43435,1
203668,1
60637,1
39499,1
212908,1
197102,1
206047,1
44288,1
202240,1
42408,1
44156,1
44215,1
44140,1
44510,1
196875,1
44261,1
44227,1
47182,1
21249,1
213226,1
200304,1
47334,1
207812,1
205359,1
31476,1
61052,1
60006,1
199259,1
196728,1
47144,1
205130,1
204525,1
199622,1
199623,1
211506,1
211963,1
49797,1
213235,1
199647,1
56857,1
43970,1
43954,1
42023,1
210324,1
43745,1
43829,1
200926,1
64494,1
43876,1
43884,1
38986,1
43895,1
43437,1
43951,1
50741,1
202650,1
200295,1
31461,1
208541,1
207711,1
20784,1
20918,1
34613,1
34404,1
20798,1
42622,1
20819,1
21068,1
202935,1
51427,1
29387,1
60359,1
34685,1
209241,1
200275,1
205729,1
3276,1
42653,1
39275,1
199262,1
60413,1
57631,1
34760,1
21019,1
25569,1
51353,1
21045,1
56605,1
21073,1
199620,1
6859,1
328156,1
328233,1
328194,1
328226,1
328131,1
328175,1
328211,1
328240,1
15434,1
39099,1
21266,1
{65700},1
42901,1
60944,1
204919,1
48586,1
206112,1
44390,1
35569,1
21218,1
38949,1
49443,1
209172,1
6693,1
211663,1
205861,1
21157,1
20820,1
29628,1
207868,1
202453,1
51187,1
34905,1
201728,1
29198,1
61022,1
49135,1
201378,1
200611,1
62436,1
57318,1
25107,1
199300,1
35809,1
43956,1
39627,1
35516,1
30727,1
16296,1
212473,1
204365,1
196900,1
203686,1
199988,1
208186,1
21364,1
21391,1
16228,1
35755,1
35808,1
212426,1
212470,1
209096,1
39038,1
60643,1
41212,1
35429,1
21469,1
8441,1
24624,1
24585,1
209784,1
205520,1
201465,1
48623,1
49338,1
43386,1
48227,1
65552,1
207859,1
205207,1
212479,1
201519,1
205034,1
50551,1
60106,1
201724,1
62258,1
205990,1
60844,1
44853,1
42378,1
24607,1
212102,1
24618,1
203879,1
24657,1
397203,1
39202,1
44462,1
12505,1
{51559,197706},1
24762,1
49818,1
51472,1
24799,1
202104,1
208496,1
60409,1
39478,1
24880,1
39620,1
39740,1
207648,1
29654,1
2300,1
31651,1
25035,1
25285,1
25022,1
198461,1
34943,1
202863,1
34042,1
207479,1
25247,1
197673,1
50828,1
30904,1
59477,1
199028,1
59603,1
57614,1
198293,1
57606,1
57612,1
57221,1
59782,1
199745,1
21300,1
60104,1
39573,1
207737,1
31605,1
41109,1
25350,1
25305,1
25343,1
30924,1
31660,1
39738,1
30774,1
31568,1
199206,1
44179,1
198003,1
207435,1
209821,1
21375,1
44324,1
12319,1
31067,1
61082,1
50866,1
43723,1
39483,1
34462,1
51751,1
196796,1
199862,1
197097,1
44840,1
209660,1
34262,1
49090,1
203331,1
61270,1
29446,1
35747,1
208774,1
204298,1
43651,1
43718,1
29348,1
30785,1
44986,1
208112,1
205017,1
206093,1
197903,1
34707,1
31575,1
202689,1
29510,1
51338,1
208938,1
35423,1
204492,1
199579,1
30737,1
29212,1
50249,1
209769,1
202924,1
51174,1
203634,1
24891,1
59837,1
34809,1
206148,1
35770,1
42767,1
198643,1
204040,1
60992,1
212498,1
208676,1
31411,1
213048,1
31326,1
39132,1
31489,1
31467,1
31521,1
43186,1
207664,1
207665,1
209176,1
200332,1
212505,1
211793,1
39168,1
203227,1
196812,1
8350,1
35212,1
35229,1
196773,1
209201,1
31498,1
42543,1
51009,1
208244,1
208910,1
39830,1
42308,1
35778,1
35169,1
51446,1
31186,1
204256,1
31238,1
61980,1
12388,1
31596,1
199279,1
50955,1
201498,1
212620,1
212964,1
212288,1
198579,1
204494,1
62461,1
51905,1
5414,1
209061,1
34925,1
56447,1
41325,1
202920,1
205370,1
8834,1
59657,1
201583,1
49887,1
47294,1
200778,1
200955,1
199145,1
201383,1
38969,1
60666,1
209228,1
42899,1
197917,1
34250,1
42855,1
34390,1
34509,1
205395,1
207325,1
209384,1
206679,1
212909,1
201753,1
31581,1
59769,1
39848,1
208141,1
{25019},1
8506,1
44698,1
35638,1
198868,1
47113,1
51970,1
202043,1
35644,1
60189,1
199615,1
25147,1
51486,1
198388,1
206645,1
34896,1
34705,1
41999,1
35300,1
202385,1
204885,1
200670,1
200289,1
208807,1
197887,1
202399,1
209292,1
198632,1
29233,1
201485,1
56976,1
399029,1
{34769},1
34769,1
34589,1
39868,1
41211,1
211631,1
34644,1
34678,1
34699,1
42985,1
56877,1
44583,1
35045,1
35079,1
49247,1
35240,1
35259,1
41087,1
41461,1
43315,1
48929,1
44271,1
44148,1
48165,1
49295,1
47345,1
{196961},1
39866,1
202537,1
207256,1
209698,1
207373,1
200686,1
51562,1
210276,1
207259,1
202633,1
202989,1
202974,1
207184,1
211996,1
205681,1
28971,1
208992,1
34654,1
24595,1
12917,1
49936,1
207623,1
34746,1
34737,1
197347,1
209518,1
206045,1
203633,1
208322,1
205129,1
205465,1
61370,1
206183,1
205447,1
41455,1
204747,1
41515,1
41862,1
39772,1
209818,1
44333,1
56639,1
212220,1
211744,1
208556,1
201451,1
34502,1
43031,1
209563,1
208384,1
57541,1
43526,1
43909,1
206860,1
207389,1
44696,1
56795,1
57316,1
34621,1
44120,1
39346,1
34951,1
49678,1
209252,1
205911,1
209345,1
209019,1
209337,1
209098,1
209305,1
34935,1
138145,1
52055,1
204844,1
200115,1
205738,1
204009,1
41350,1
198262,1
201845,1
202162,1
30725,1
208291,1
34965,1
210096,1
35033,1
35178,1
34443,1
24980,1
201315,1
201673,1
35484,1
56938,1
34620,1
57272,1
50333,1
205714,1
34945,1
209867,1
209866,1
49948,1
41043,1
6796,1
35653,1
42225,1
43459,1
48925,1
42637,1
61225,1
42997,1
212084,1
59923,1
61115,1
59910,1
52057,1
35397,1
35263,1
204952,1
213269,1
42465,1
35679,1
49043,1
38985,1
209079,1
49207,1
62367,1
211990,1
212063,1
198116,1
48546,1
43482,1
34417,1
42815,1
207772,1
200009,1
25224,1
209274,1
209524,1
199759,1
42942,1
199818,1
200068,1
50368,1
44564,1
203864,1
35456,1
41201,1
35389,1
49059,1
38936,1
49967,1
42810,1
38988,1
39311,1
39241,1
47822,1
38942,1
201620,1
200743,1
50853,1
29622,1
41376,1
59967,1
21325,1
59935,1
201690,1
25488,1
208573,1
201970,1
207978,1
48340,1
35668,1
62170,1
211976,1
60611,1
47226,1
35011,1
43063,1
41870,1
39145,1
204967,1
35129,1
50177,1
212296,1
213148,1
210319,1
41118,1
42866,1
44100,1
208318,1
33825,1
41889,1
205784,1
208219,1
203153,1
200344,1
59403,1
209521,1
212170,1
133850,1
209685,1
48880,1
209472,1
49548,1
201904,1
212305,1
205355,1
41808,1
41454,1
49406,1
205839,1
{12380},1
41475,1
199189,1
59660,1
212325,1
57076,1
51041,1
43610,1
41596,1
202187,1
16278,1
41443,1
205677,1
204987,1
208404,1
51416,1
41579,1
41819,1
39226,1
42616,1
61096,1
62322,1
60676,1
61112,1
60125,1
61954,1
21022,1
49164,1
58078,1
41635,1
41852,1
207958,1
44807,1
56951,1
48563,1
59892,1
41850,1
61279,1
60694,1
50940,1
56458,1
41573,1
42123,1
48931,1
203230,1
204930,1
41763,1
42786,1
42614,1
64471,1
64452,1
62120,1
42756,1
48401,1
62185,1
61958,1
47559,1
48020,1
205139,1
59735,1
41646,1
61033,1
47458,1
41200,1
49734,1
50704,1
47225,1
51441,1
44740,1
62279,1
47496,1
56406,1
39033,1
212566,1
39532,1
44035,1
39846,1
41213,1
39773,1
39808,1
201018,1
40973,1
202772,1
201544,1
62144,1
42144,1
44699,1
42527,1
44456,1
41452,1
5620,1
42679,1
42875,1
44815,1
61338,1
201472,1
57817,1
47860,1
39873,1
29602,1
41207,1
6839,1
57879,1
60090,1
208096,1
41094,1
49162,1
201564,1
48552,1
201591,1
24684,1
16045,1
202852,1
206403,1
206647,1
209667,1
208371,1
208325,1
35287,1
200162,1
203253,1
41356,1
34687,1
208300,1
41310,1
41419,1
42332,1
51027,1
35014,1
61301,1
201215,1
41703,1
41483,1
{15426},1
204048,1
202642,1
206536,1
210307,1
208728,1
39520,1
47150,1
2285,1
198952,1
45000,1
41334,1
42122,1
64481,1
209416,1
35658,1
209885,1
209904,1
209890,1
206724,1
206541,1
203095,1
41963,1
41880,1
42241,1
199062,1
42108,1
209461,1
21023,1
201231,1
47219,1
202532,1
203097,1
202880,1
202768,1
207235,1
206760,1
202432,1
43106,1
39141,1
47979,1
209515,1
209670,1
209576,1
212171,1
209331,1
209615,1
50900,1
56836,1
202900,1
199164,1
203056,1
42507,1
13044,1
42131,1
42399,1
42466,1
42638,1
34102,1
42311,1
48228,1
44162,1
42261,1
42377,1
42401,1
42413,1
42538,1
42481,1
42490,1
50165,1
42552,1
42556,1
42576,1
58186,1
42636,1
48694,1
42650,1
198884,1
42749,1
42798,1
209779,1
42776,1
42797,1
202504,1
42883,1
49339,1
42930,1
212398,1
42995,1
42996,1
208098,1
43007,1
43008,1
51835,1
43085,1
43095,1
43099,1
44504,1
43144,1
44893,1
43165,1
43172,1
43178,1
42096,1
212375,1
43183,1
42483,1
43246,1
43335,1
43397,1
43394,1
43464,1
43466,1
43473,1
203793,1
203741,1
43580,1
43587,1
43721,1
43784,1
203129,1
43828,1
43839,1
43840,1
204283,1
43934,1
212111,1
212869,1
50729,1
24857,1
43244,1
49356,1
42563,1
62446,1
208369,1
208232,1
43499,1
43523,1
211580,1
43552,1
43666,1
203679,1
43164,1
43163,1
197172,1
43187,1
43206,1
43195,1
48916,1
44044,1
199114,1
209021,1
43271,1
42758,1
43305,1
43405,1
58063,1
48726,1
43522,1
43488,1
43497,1
39497,1
43570,1
44537,1
43582,1
47327,1
43601,1
31105,1
43616,1
43820,1
43654,1
43643,1
201951,1
43663,1
61247,1
43695,1
39471,1
43705,1
43713,1
43914,1
199006,1
43732,1
29390,1
43762,1
43785,1
43781,1
43787,1
43492,1
43806,1
43932,1
43834,1
43907,1
43867,1
43860,1
43869,1
43871,1
43881,1
199080,1
20892,1
43953,1
43947,1
43946,1
43961,1
43952,1
43906,1
44048,1
43982,1
44005,1
43986,1
43990,1
43979,1
44004,1
43535,1
197978,1
43985,1
44023,1
44059,1
198842,1
44036,1
44039,1
44049,1
44064,1
44085,1
44535,1
44547,1
44122,1
44119,1
44121,1
208081,1
44137,1
44153,1
44151,1
209052,1
44198,1
44190,1
48869,1
51644,1
44223,1
44231,1
198635,1
44240,1
44264,1
44274,1
44325,1
29554,1
44690,1
42573,1
42112,1
44351,1
44367,1
44370,1
44623,1
44389,1
44427,1
44455,1
44480,1
44490,1
47828,1
44495,1
44518,1
44501,1
44524,1
20916,1
44538,1
24794,1
3206,1
211748,1
44591,1
197366,1
44603,1
44595,1
44697,1
209913,1
44630,1
44713,1
39727,1
44687,1
44675,1
44737,1
44751,1
52096,1
44777,1
44781,1
49275,1
44783,1
44797,1
44799,1
43744,1
59500,1
59496,1
6747,1
205013,1
210049,1
209607,1
43968,1
43929,1
205195,1
44105,1
206572,1
203480,1
213184,1
44269,1
44304,1
44383,1
44411,1
212729,1
211790,1
43328,1
34329,1
200622,1
43130,1
207403,1
44528,1
44584,1
200909,1
44638,1
44674,1
197966,1
9122,1
44759,1
44824,1
211796,1
44847,1
44878,1
51781,1
203347,1
51418,1
45044,1
51146,1
47189,1
202994,1
47210,1
205161,1
204991,1
49089,1
47335,1
47250,1
47261,1
47371,1
47333,1
208116,1
47361,1
208194,1
47465,1
47830,1
50824,1
47850,1
210310,1
47923,1
207313,1
198759,1
199059,1
39344,1
39355,1
51730,1
47996,1
213149,1
41751,1
47695,1
47375,1
47399,1
60052,1
57501,1
47437,1
212011,1
47511,1
198163,1
196849,1
47598,1
41223,1
58099,1
47652,1
47662,1
207523,1
202404,1
47776,1
47722,1
47792,1
47808,1
206027,1
{50780,59478},1
47804,1
47827,1
47851,1
47854,1
47884,1
47861,1
47916,1
200496,1
208664,1
48047,1
47948,1
47934,1
47984,1
29041,1
200875,1
24578,1
48010,1
48742,1
48041,1
202801,1
51791,1
208090,1
48106,1
48086,1
35381,1
48127,1
48312,1
48160,1
48311,1
48208,1
48242,1
47567,1
24865,1
49266,1
48411,1
64450,1
207114,1
33879,1
47520,1
47534,1
47525,1
47545,1
47819,1
47664,1
39632,1
39187,1
41975,1
47668,1
42826,1
47577,1
43401,1
48248,1
48380,1
62324,1
47633,1
47621,1
47649,1
47665,1
47666,1
47743,1
47760,1
47705,1
41505,1
47700,1
35735,1
47744,1
47731,1
47740,1
35626,1
47763,1
47770,1
8588,1
47758,1
44666,1
47799,1
47766,1
47765,1
47772,1
49310,1
47788,1
47811,1
50652,1
48771,1
47993,1
47857,1
47858,1
47848,1
39002,1
47842,1
47852,1
47877,1
47900,1
47912,1
47919,1
47903,1
47925,1
48069,1
47972,1
47958,1
47976,1
31734,1
47980,1
48016,1
47977,1
51387,1
48012,1
47991,1
48017,1
48003,1
48033,1
48023,1
48032,1
48059,1
50843,1
51709,1
48077,1
58107,1
47941,1
48104,1
8558,1
48134,1
48114,1
48189,1
48138,1
48353,1
48153,1
48167,1
48653,1
48195,1
48225,1
57850,1
48865,1
29476,1
48247,1
47677,1
48255,1
34336,1
48770,1
48488,1
38921,1
48405,1
48342,1
48341,1
48332,1
57744,1
52018,1
13011,1
48377,1
48393,1
48388,1
48372,1
48398,1
44201,1
48396,1
202802,1
48419,1
41253,1
48449,1
48489,1
48490,1
48516,1
20691,1
48617,1
48593,1
39924,1
48609,1
48656,1
48637,1
48621,1
48632,1
48639,1
48636,1
48633,1
197122,1
48657,1
51780,1
48665,1
213345,1
31687,1
198189,1
48672,1
48736,1
48868,1
48706,1
48701,1
196632,1
39380,1
42934,1
48013,1
48102,1
48085,1
48250,1
57209,1
48241,1
48272,1
51024,1
213016,1
48471,1
48476,1
48498,1
48536,1
211780,1
12565,1
42269,1
207332,1
48740,1
41218,1
39689,1
196649,1
42100,1
43084,1
48762,1
48745,1
48750,1
48756,1
48754,1
60215,1
48766,1
48782,1
35225,1
48783,1
48786,1
48805,1
48746,1
48794,1
48906,1
48802,1
48816,1
48827,1
48855,1
29195,1
48867,1
196664,1
48843,1
48860,1
43739,1
49343,1
48963,1
196731,1
212986,1
49049,1
49076,1
49068,1
49208,1
49511,1
196627,1
56180,1
49108,1
49853,1
49347,1
